collect_scheduled_date,collect_token,datetime_from,datetime_to,pickup_date,Creation Date,Modified Date,dependents_qty,household,preferred_contact_methods,preferred_languages,sex,status,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,distance_to_center,location_cluster
2024-06-28 3:00,J69CCO,2024-06-28 3:00,2024-06-28 3:00,2024-06-05 14:33,2024-07-30 21:33,2024-08-02 11:22,2,yes,SMS,"Arabic , French",Male,Active,Jun-24,yes,"[35, 40)",0,-23,1,6,8,38.285714285714285,FALSE,Yes,1.9133504504361276,0
2024-07-05 3:00,KS7AUN,2024-07-05 3:00,2024-07-05 3:00,2024-07-08 14:19,2023-11-23 16:47,2024-07-08 14:19,2,yes,SMS,"Arabic , French",Male,Active,Jul-24,yes,"[35, 40)",32,3,1,7,8,38.285714285714285,FALSE,Yes,1.9133504504361276,0
2024-07-05 3:00,KS7AUN,2024-07-05 3:00,2024-07-05 3:00,2024-07-08 14:19,2024-07-30 21:33,2024-08-02 11:22,2,yes,SMS,"Arabic , French",Male,Active,Jul-24,yes,"[35, 40)",0,3,1,7,8,38.285714285714285,FALSE,Yes,1.9133504504361276,0
2024-08-05 3:00,JMKMI7,2024-08-05 3:00,2024-08-05 3:00,2024-08-20 15:39,2023-11-23 16:47,2024-08-20 15:39,2,yes,SMS,"Arabic , French",Male,Active,Aug-24,yes,"[35, 40)",43,15,1,8,8,38.285714285714285,FALSE,No,1.9133504504361276,0
2023-11-27 4:00,J6ANVR,2023-11-27 4:00,2023-11-27 4:00,2023-11-27 15:56,2023-11-27 15:55,2024-02-19 10:22,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Nov-23,yes,"[30, 35)",0,0,1,11,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2023-12-27 4:00,TUO36B,2023-12-27 4:00,2023-12-27 4:00,2023-12-27 17:53,2023-11-27 15:55,2024-02-19 10:22,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Dec-23,yes,"[30, 35)",30,0,1,12,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-02-01 4:00,EU31O3,2024-02-01 4:00,2024-02-01 4:00,2024-01-31 19:34,2023-11-27 15:55,2024-02-19 10:22,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Jan-24,yes,"[30, 35)",35,-1,1,1,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-03-03 4:00,HVK4RH,2024-03-03 4:00,2024-03-03 4:00,2024-03-04 18:02,2023-11-27 15:55,2024-03-04 18:02,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Mar-24,yes,"[30, 35)",32,1,1,3,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-04-01 3:00,URERIT,2024-04-01 3:00,2024-04-01 3:00,2024-04-15 17:51,2023-11-27 15:55,2024-04-15 17:51,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Apr-24,yes,"[30, 35)",41,14,1,4,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-05-02 3:00,RCMYKN,2024-05-02 3:00,2024-05-02 3:00,2024-05-14 16:00,2023-11-27 15:55,2024-05-14 16:00,1,yes,WhatsApp,"Somali , Arabic",Male,Active,May-24,yes,"[30, 35)",28,12,1,5,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-06-01 3:00,301TA1,2024-06-01 3:00,2024-06-01 3:00,2024-06-13 17:14,2023-11-27 15:55,2024-06-13 17:14,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Jun-24,yes,"[30, 35)",30,12,1,6,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-06-01 3:00,301TA1,2024-06-01 3:00,2024-06-01 3:00,2024-06-13 17:14,2024-07-30 21:33,2024-08-02 11:26,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Jun-24,yes,"[30, 35)",0,12,1,6,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-07-02 3:00,RI1GBZ,2024-07-02 3:00,2024-07-02 3:00,2024-07-23 15:56,2023-11-27 15:55,2024-07-23 15:56,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Jul-24,yes,"[30, 35)",39,21,1,7,10,27.88888888888889,FALSE,Yes,0.7138530969465091,0
2024-08-01 3:00,ZT443Y,2024-08-01 3:00,2024-08-01 3:00,2024-08-08 16:02,2023-11-27 15:55,2024-08-08 16:02,1,yes,WhatsApp,"Somali , Arabic",Male,Active,Aug-24,yes,"[30, 35)",16,7,1,8,10,27.88888888888889,FALSE,No,0.7138530969465091,0
2023-12-07 4:00,R3AGS6,2023-12-07 4:00,2023-12-07 4:00,2023-12-07 17:45,2023-12-07 17:44,2024-02-19 10:16,4,yes,SMS,Arabic,Female,Active,Dec-23,yes,"[40, 45)",0,0,1,12,11,25.3,FALSE,Yes,7.905011129757796,0
2024-01-08 4:00,S7Y27Q,2024-01-08 4:00,2024-01-08 4:00,2024-01-08 16:29,2024-01-08 16:29,2024-02-19 10:08,4,yes,SMS,Arabic,Female,Active,Jan-24,yes,"[40, 45)",31,0,1,1,11,25.3,FALSE,Yes,7.905011129757796,0
2024-02-08 4:00,YPZ0KN,2024-02-08 4:00,2024-02-08 4:00,2024-02-08 15:44,2024-01-08 16:29,2024-02-19 10:08,4,yes,SMS,Arabic,Female,Active,Feb-24,yes,"[40, 45)",30,0,1,2,11,25.3,FALSE,Yes,7.905011129757796,0
2024-03-08 4:00,TIGDZN,2024-03-08 4:00,2024-03-08 4:00,2024-03-07 15:34,2024-01-08 16:29,2024-03-07 15:34,4,yes,SMS,Arabic,Female,Active,Mar-24,yes,"[40, 45)",27,-1,1,3,11,25.3,FALSE,Yes,7.905011129757796,0
2024-04-08 3:00,73N9DK,2024-04-08 3:00,2024-04-08 3:00,2024-04-15 17:26,2024-01-08 16:29,2024-04-15 17:26,4,yes,SMS,Arabic,Female,Active,Apr-24,yes,"[40, 45)",39,7,1,4,11,25.3,FALSE,Yes,7.905011129757796,0
2024-05-08 3:00,AELW1U,2024-05-08 3:00,2024-05-08 3:00,2024-05-15 16:44,2024-01-08 16:29,2024-05-15 16:44,4,yes,SMS,Arabic,Female,Active,May-24,yes,"[40, 45)",29,7,1,5,11,25.3,FALSE,Yes,7.905011129757796,0
2024-06-08 3:00,EGL2ZO,2024-06-08 3:00,2024-06-08 3:00,2024-06-26 15:30,2024-01-08 16:29,2024-06-26 15:30,4,yes,SMS,Arabic,Female,Active,Jun-24,yes,"[40, 45)",41,18,1,6,11,25.3,FALSE,Yes,7.905011129757796,0
2024-06-08 3:00,EGL2ZO,2024-06-08 3:00,2024-06-08 3:00,2024-06-26 15:30,2024-07-30 21:33,2024-08-02 11:26,4,yes,SMS,Arabic,Female,Active,Jun-24,yes,"[40, 45)",0,18,1,6,11,25.3,FALSE,Yes,7.905011129757796,0
2024-07-26 3:00,3WHXM1,2024-07-26 3:00,2024-07-26 3:00,2024-07-23 15:37,2024-01-08 16:29,2024-07-23 15:37,4,yes,SMS,Arabic,Female,Active,Jul-24,yes,"[40, 45)",27,-3,1,7,11,25.3,FALSE,Yes,7.905011129757796,0
2024-08-22 3:00,DY6IMW,2024-08-22 3:00,2024-08-22 3:00,2024-08-21 15:59,2024-01-08 16:29,2024-08-21 16:00,4,yes,SMS,Arabic,Female,Active,Aug-24,yes,"[40, 45)",29,-1,1,8,11,25.3,FALSE,Yes,7.905011129757796,0
2024-08-22 3:00,DY6IMW,2024-08-22 3:00,2024-08-22 3:00,2024-08-21 16:00,2024-07-30 21:33,2024-08-21 16:00,4,yes,SMS,Arabic,Female,Active,Aug-24,yes,"[40, 45)",0,-1,1,8,11,25.3,FALSE,No,7.905011129757796,0
2023-11-29 4:00,W4X0V4,2023-11-29 4:00,2023-11-29 4:00,2023-11-29 16:40,2023-11-29 16:38,2024-02-19 10:19,1,yes,SMS,Arabic,Female,Active,Nov-23,yes,"[35, 40)",0,0,1,11,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2023-12-29 4:00,SGTGUW,2023-12-29 4:00,2023-12-29 4:00,2023-12-28 16:18,2023-11-29 16:38,2024-02-19 10:19,1,yes,SMS,Arabic,Female,Active,Dec-23,yes,"[35, 40)",28,-1,1,12,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-01-29 4:00,LA5SQO,2024-01-29 4:00,2024-01-29 4:00,2024-01-29 16:10,2024-01-29 16:10,2024-02-19 10:01,1,yes,SMS,Arabic,Female,Active,Jan-24,yes,"[35, 40)",31,0,1,1,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-03-04 16:32,67H3FA,2024-03-04 16:32,2024-03-04 16:32,2024-03-04 16:40,2024-03-04 16:39,2024-03-04 16:40,1,yes,SMS,Arabic,Female,Active,Mar-24,yes,"[35, 40)",35,0,1,3,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-04-29 3:00,1TCL4E,2024-04-29 3:00,2024-04-29 3:00,2024-04-01 15:39,2024-01-29 16:11,2024-04-01 15:39,1,yes,SMS,Arabic,Female,Active,Apr-24,yes,"[35, 40)",27,-28,1,4,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-05-29 3:00,OT2CW2,2024-05-29 3:00,2024-05-29 3:00,2024-05-15 16:08,2024-01-29 16:11,2024-05-15 16:08,1,yes,SMS,Arabic,Female,Active,May-24,yes,"[35, 40)",44,-14,1,5,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-06-29 3:00,Q0J480,2024-06-29 3:00,2024-06-29 3:00,2024-06-19 17:40,2024-01-29 16:11,2024-06-19 17:40,1,yes,SMS,Arabic,Female,Active,Jun-24,yes,"[35, 40)",35,-10,1,6,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-06-29 3:00,Q0J480,2024-06-29 3:00,2024-06-29 3:00,2024-06-19 17:40,2024-07-30 21:33,2024-08-02 11:23,1,yes,SMS,Arabic,Female,Active,Jun-24,yes,"[35, 40)",0,-10,1,6,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-07-19 3:00,LZVTJW,2024-07-19 3:00,2024-07-19 3:00,2024-07-22 18:03,2024-01-29 16:11,2024-07-22 18:03,1,yes,SMS,Arabic,Female,Active,Jul-24,yes,"[35, 40)",33,3,1,7,10,28.444444444444443,FALSE,Yes,6.038683066395238,4
2024-08-16 3:00,0D8IAA,2024-08-16 3:00,2024-08-16 3:00,2024-08-15 15:42,2024-01-29 16:11,2024-08-15 15:42,1,yes,SMS,Arabic,Female,Active,Aug-24,yes,"[35, 40)",23,-1,1,8,10,28.444444444444443,FALSE,No,6.038683066395238,4
2023-11-09 4:00,GE3J2K,2023-11-09 4:00,2023-11-09 4:00,2023-11-09 17:57,2023-11-09 17:55,2024-02-19 10:29,5,yes,Email,"French , English",Female,Active,Nov-23,yes,"[45, 50)",0,0,1,11,5,56.75,FALSE,Yes,5.138589341602136,0
2024-01-09 4:00,S700X7,2024-01-09 4:00,2024-01-09 4:00,2024-01-04 16:53,2023-11-09 17:55,2024-02-19 10:29,5,yes,Email,"French , English",Female,Active,Jan-24,yes,"[45, 50)",55,-5,1,1,5,56.75,FALSE,No,5.138589341602136,0
2024-04-09 3:00,9UBOIY,2024-04-09 3:00,2024-04-09 3:00,2024-04-18 18:06,2023-11-09 17:55,2024-04-18 18:06,5,yes,Email,"French , English",Female,Active,Apr-24,yes,"[45, 50)",105,9,1,4,5,56.75,FALSE,No,5.138589341602136,0
2024-06-18 3:00,YFISVL,2024-06-18 3:00,2024-06-18 3:00,2024-06-25 16:29,2023-11-09 17:55,2024-06-25 16:29,5,yes,Email,"French , English",Female,Active,Jun-24,yes,"[45, 50)",67,7,1,6,5,56.75,FALSE,Yes,5.138589341602136,0
2024-06-18 3:00,YFISVL,2024-06-18 3:00,2024-06-18 3:00,2024-06-25 16:29,2024-07-30 21:33,2024-08-02 11:34,5,yes,Email,"French , English",Female,Active,Jun-24,yes,"[45, 50)",0,7,1,6,5,56.75,FALSE,No,5.138589341602136,0
2023-12-07 4:00,6XZVKU,2023-12-07 4:00,2023-12-07 4:00,2023-12-07 15:10,2023-12-07 15:09,2024-02-19 10:16,8,yes,SMS,Dari,Female,Active,Dec-23,yes,"[40, 45)",0,0,1,12,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-01-08 4:00,EF9SPZ,2024-01-08 4:00,2024-01-08 4:00,2024-01-08 15:56,2024-01-08 15:56,2024-02-19 10:08,8,yes,SMS,Dari,Female,Active,Jan-24,yes,"[40, 45)",32,0,1,1,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-03-08 4:00,B3FU6E,2024-03-08 4:00,2024-03-08 4:00,2024-03-07 16:48,2024-01-08 15:56,2024-03-07 16:48,8,yes,SMS,Dari,Female,Active,Mar-24,yes,"[40, 45)",59,-1,1,3,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-04-08 3:00,YCCLT6,2024-04-08 3:00,2024-04-08 3:00,2024-04-08 15:36,2024-01-08 15:56,2024-04-08 15:36,8,yes,SMS,Dari,Female,Active,Apr-24,yes,"[40, 45)",31,0,1,4,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-05-08 3:00,HUP90Y,2024-05-08 3:00,2024-05-08 3:00,2024-05-06 15:20,2024-01-08 15:57,2024-05-06 15:20,8,yes,SMS,Dari,Female,Active,May-24,yes,"[40, 45)",27,-2,1,5,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-06-08 3:00,UP9JEB,2024-06-08 3:00,2024-06-08 3:00,2024-06-06 16:09,2024-01-08 15:57,2024-06-06 16:09,8,yes,SMS,Dari,Female,Active,Jun-24,yes,"[40, 45)",31,-2,1,6,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-06-08 3:00,UP9JEB,2024-06-08 3:00,2024-06-08 3:00,2024-06-06 16:09,2024-07-30 21:33,2024-08-02 11:32,8,yes,SMS,Dari,Female,Active,Jun-24,yes,"[40, 45)",0,-2,1,6,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-07-08 3:00,L2LJEB,2024-07-08 3:00,2024-07-08 3:00,2024-07-08 16:29,2024-01-08 15:57,2024-07-08 16:29,8,yes,SMS,Dari,Female,Active,Jul-24,yes,"[40, 45)",32,0,1,7,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-07-08 3:00,L2LJEB,2024-07-08 3:00,2024-07-08 3:00,2024-07-08 16:29,2024-07-30 21:33,2024-08-02 11:24,8,yes,SMS,Dari,Female,Active,Jul-24,yes,"[40, 45)",0,0,1,7,10,27.444444444444443,FALSE,Yes,6.604649754590533,0
2024-08-08 3:00,W3I70A,2024-08-08 3:00,2024-08-08 3:00,2024-08-13 15:34,2024-01-08 15:57,2024-08-13 15:34,8,yes,SMS,Dari,Female,Active,Aug-24,yes,"[40, 45)",35,5,1,8,10,27.444444444444443,FALSE,No,6.604649754590533,0
2023-11-14 4:00,KU0I2O,2023-11-14 4:00,2023-11-14 4:00,2023-11-14 17:16,2023-11-14 17:16,2024-02-19 10:28,3,yes,SMS,Arabic,Female,Active,Nov-23,yes,"[35, 40)",0,0,1,11,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2023-12-13 4:00,47WQE3,2023-12-13 4:00,2023-12-13 4:00,2023-12-13 16:46,2023-12-13 16:44,2024-02-19 10:14,3,yes,SMS,Arabic,Female,Active,Dec-23,yes,"[35, 40)",28,0,1,12,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-01-17 4:00,A6LIIC,2024-01-17 4:00,2024-01-17 4:00,2024-01-17 16:17,2024-01-17 16:16,2024-02-19 10:04,3,yes,SMS,Arabic,Female,Active,Jan-24,yes,"[35, 40)",34,0,1,1,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-02-20 15:02,RXR5CS,2024-02-20 15:02,2024-02-20 15:02,2024-02-20 15:02,2024-02-20 15:02,2024-02-20 15:02,3,yes,SMS,Arabic,Female,Active,Feb-24,yes,"[35, 40)",33,0,0,2,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-03-13 3:00,2APTU2,2024-03-13 3:00,2024-03-13 3:00,2024-03-20 16:11,2023-12-13 16:44,2024-03-20 16:11,3,yes,SMS,Arabic,Female,Active,Mar-24,yes,"[35, 40)",29,7,1,3,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-04-13 3:00,VE3KVG,2024-04-13 3:00,2024-04-13 3:00,2024-04-29 14:01,2023-12-13 16:44,2024-04-29 14:01,3,yes,SMS,Arabic,Female,Active,Apr-24,yes,"[35, 40)",39,16,1,4,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-05-13 3:00,HMYH2W,2024-05-13 3:00,2024-05-13 3:00,2024-05-29 15:08,2023-12-13 16:44,2024-05-29 15:08,3,yes,SMS,Arabic,Female,Active,May-24,yes,"[35, 40)",30,16,1,5,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-05-13 3:00,HMYH2W,2024-05-13 3:00,2024-05-13 3:00,2024-05-29 15:08,2024-07-30 21:33,2024-08-02 11:22,3,yes,SMS,Arabic,Female,Active,May-24,yes,"[35, 40)",0,16,1,5,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-06-13 3:00,PC4QDZ,2024-06-13 3:00,2024-06-13 3:00,2024-06-26 16:23,2023-12-13 16:44,2024-06-26 16:23,3,yes,SMS,Arabic,Female,Active,Jun-24,yes,"[35, 40)",28,13,1,6,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-06-13 3:00,PC4QDZ,2024-06-13 3:00,2024-06-13 3:00,2024-06-26 16:23,2024-07-30 21:33,2024-08-02 11:25,3,yes,SMS,Arabic,Female,Active,Jun-24,yes,"[35, 40)",0,13,1,6,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2024-07-29 3:00,FS6V0G,2024-07-29 3:00,2024-07-29 3:00,2024-07-24 14:13,2023-12-13 16:44,2024-07-24 14:13,3,yes,SMS,Arabic,Female,Active,Jul-24,yes,"[35, 40)",27,-5,1,7,12,25.545454545454547,FALSE,Yes,6.986198341347852,2
2023-12-04 4:00,E307CD,2023-12-04 4:00,2023-12-04 4:00,2023-12-04 17:57,2023-12-04 17:57,2024-02-19 10:18,1,yes,"SMS , Phone Call",Somali,Female,Active,Dec-23,yes,"[60, 65)",0,0,1,12,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-01-08 4:00,39RUMU,2024-01-08 4:00,2024-01-08 4:00,2024-01-08 17:00,2024-01-08 17:00,2024-02-19 10:08,1,yes,"SMS , Phone Call",Somali,Female,Active,Jan-24,yes,"[60, 65)",34,0,1,1,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-02-08 4:00,07ECEM,2024-02-08 4:00,2024-02-08 4:00,2024-03-05 17:31,2024-01-08 17:00,2024-03-05 17:31,1,yes,"SMS , Phone Call",Somali,Female,Active,Mar-24,yes,"[60, 65)",57,26,1,3,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-04-08 3:00,AIX82J,2024-04-08 3:00,2024-04-08 3:00,2024-04-04 14:33,2024-01-08 17:00,2024-04-04 14:33,1,yes,"SMS , Phone Call",Somali,Female,Active,Apr-24,yes,"[60, 65)",29,-4,1,4,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-05-04 3:00,CL23YX,2024-05-04 3:00,2024-05-04 3:00,2024-05-06 15:48,2024-01-08 17:00,2024-05-06 15:48,1,yes,"SMS , Phone Call",Somali,Female,Active,May-24,yes,"[60, 65)",32,2,1,5,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-06-04 3:00,77GTPD,2024-06-04 3:00,2024-06-04 3:00,2024-06-05 16:31,2024-01-08 17:00,2024-06-05 16:31,1,yes,"SMS , Phone Call",Somali,Female,Active,Jun-24,yes,"[60, 65)",30,1,1,6,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-06-04 3:00,77GTPD,2024-06-04 3:00,2024-06-04 3:00,2024-06-05 16:31,2024-07-30 21:33,2024-08-02 11:29,1,yes,"SMS , Phone Call",Somali,Female,Active,Jun-24,yes,"[60, 65)",0,1,1,6,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-07-04 3:00,NUUE0W,2024-07-04 3:00,2024-07-04 3:00,2024-07-08 14:34,2024-01-08 17:01,2024-07-08 14:34,1,yes,"SMS , Phone Call",Somali,Female,Active,Jul-24,yes,"[60, 65)",32,4,1,7,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-07-04 3:00,NUUE0W,2024-07-04 3:00,2024-07-04 3:00,2024-07-08 14:34,2024-07-30 21:33,2024-08-02 11:33,1,yes,"SMS , Phone Call",Somali,Female,Active,Jul-24,yes,"[60, 65)",0,4,1,7,10,27.11111111111111,FALSE,Yes,7.609816532210154,2
2024-08-09 3:00,UDLJJ2,2024-08-09 3:00,2024-08-09 3:00,2024-08-08 14:25,2024-01-08 17:01,2024-08-08 14:25,1,yes,"SMS , Phone Call",Somali,Female,Active,Aug-24,yes,"[60, 65)",30,-1,1,8,10,27.11111111111111,FALSE,No,7.609816532210154,2
2023-11-14 4:00,E9WX9C,2023-11-14 4:00,2023-11-14 4:00,2023-11-14 18:12,2023-11-14 15:55,2024-02-19 10:28,8,yes,Email,"Arabic , English",Male,Active,Nov-23,yes,"[50, 55)",0,0,1,11,7,29.5,FALSE,Yes,6.9853750402750245,2
2023-12-11 4:00,PFSW4T,2023-12-11 4:00,2023-12-11 4:00,2023-12-11 17:39,2023-12-11 17:39,2024-02-19 10:15,8,yes,Email,"Arabic , English",Male,Active,Dec-23,yes,"[50, 55)",26,0,1,12,7,29.5,FALSE,Yes,6.9853750402750245,2
2024-01-11 4:00,QT9SZ8,2024-01-11 4:00,2024-01-11 4:00,2024-01-11 17:20,2023-12-11 17:39,2024-02-19 10:15,8,yes,Email,"Arabic , English",Male,Active,Jan-24,yes,"[50, 55)",30,0,1,1,7,29.5,FALSE,Yes,6.9853750402750245,2
2024-02-12 4:00,YQ8C4W,2024-02-12 4:00,2024-02-12 4:00,2024-02-12 15:22,2024-02-12 15:22,2024-02-19 9:56,8,yes,Email,"Arabic , English",Male,Active,Feb-24,yes,"[50, 55)",31,0,1,2,7,29.5,FALSE,Yes,6.9853750402750245,2
2024-03-14 3:00,SL0BVV,2024-03-14 3:00,2024-03-14 3:00,2024-03-13 15:22,2024-02-12 15:22,2024-03-13 15:22,8,yes,Email,"Arabic , English",Male,Active,Mar-24,yes,"[50, 55)",30,-1,1,3,7,29.5,FALSE,Yes,6.9853750402750245,2
2024-04-14 3:00,6N2LNJ,2024-04-14 3:00,2024-04-14 3:00,2024-04-15 15:01,2024-02-12 15:22,2024-04-15 15:01,8,yes,Email,"Arabic , English",Male,Active,Apr-24,yes,"[50, 55)",32,1,1,4,7,29.5,FALSE,Yes,6.9853750402750245,2
2024-05-14 3:00,6UR3YN,2024-05-14 3:00,2024-05-14 3:00,2024-05-13 15:10,2024-02-12 15:22,2024-05-13 15:10,8,yes,Email,"Arabic , English",Male,Active,May-24,yes,"[50, 55)",28,-1,1,5,7,29.5,FALSE,No,6.9853750402750245,2
2023-11-20 4:00,PD6OFC,2023-11-20 4:00,2023-11-20 4:00,2023-11-20 16:34,2023-11-20 16:34,2024-02-19 10:25,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Nov-23,yes,"[30, 35)",0,0,1,11,11,25.7,FALSE,Yes,12.053003962786416,4
2023-12-20 4:00,H50X2W,2023-12-20 4:00,2023-12-20 4:00,2023-12-21 17:09,2023-11-20 16:34,2024-02-19 10:25,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Dec-23,yes,"[30, 35)",31,1,1,12,11,25.7,FALSE,Yes,12.053003962786416,4
2024-01-23 4:00,LN6PZP,2024-01-23 4:00,2024-01-23 4:00,2024-01-23 15:32,2024-01-23 15:32,2024-02-19 10:02,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Jan-24,yes,"[30, 35)",32,0,1,1,11,25.7,FALSE,Yes,12.053003962786416,4
2024-02-26 15:08,UBB9BN,2024-02-26 15:08,2024-02-26 15:08,2024-02-26 17:27,2024-02-26 17:27,2024-02-26 17:27,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Feb-24,yes,"[30, 35)",34,0,1,2,11,25.7,FALSE,Yes,12.053003962786416,4
2024-03-23 3:00,JIRH7T,2024-03-23 3:00,2024-03-23 3:00,2024-03-27 15:42,2024-01-23 15:33,2024-03-27 15:42,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Mar-24,yes,"[30, 35)",29,4,1,3,11,25.7,FALSE,Yes,12.053003962786416,4
2024-05-27 3:00,EZD3KF,2024-05-27 3:00,2024-05-27 3:00,2024-05-02 14:34,2024-01-23 15:33,2024-05-02 14:34,4,yes,"SMS , Phone Call","Dari , English",Male,Active,May-24,yes,"[30, 35)",35,-25,1,5,11,25.7,FALSE,Yes,12.053003962786416,4
2024-06-03 3:00,3JSIOL,2024-06-03 3:00,2024-06-03 3:00,2024-06-04 14:59,2024-01-23 15:33,2024-06-04 14:59,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Jun-24,yes,"[30, 35)",33,1,1,6,11,25.7,FALSE,Yes,12.053003962786416,4
2024-06-03 3:00,3JSIOL,2024-06-03 3:00,2024-06-03 3:00,2024-06-04 14:59,2024-07-30 21:33,2024-08-02 11:31,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Jun-24,yes,"[30, 35)",0,1,1,6,11,25.7,FALSE,Yes,12.053003962786416,4
2024-07-03 3:00,EFLGBM,2024-07-03 3:00,2024-07-03 3:00,2024-07-04 14:43,2024-01-23 15:33,2024-07-04 14:43,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Jul-24,yes,"[30, 35)",29,1,1,7,11,25.7,FALSE,Yes,12.053003962786416,4
2024-07-03 3:00,EFLGBM,2024-07-03 3:00,2024-07-03 3:00,2024-07-04 14:43,2024-07-30 21:33,2024-08-02 11:34,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Jul-24,yes,"[30, 35)",0,1,1,7,11,25.7,FALSE,Yes,12.053003962786416,4
2024-08-08 3:00,OTCXWP,2024-08-08 3:00,2024-08-08 3:00,2024-08-07 16:01,2024-01-23 15:33,2024-08-07 16:01,4,yes,"SMS , Phone Call","Dari , English",Male,Active,Aug-24,yes,"[30, 35)",34,-1,1,8,11,25.7,FALSE,No,12.053003962786416,4
2023-12-06 4:00,4IXCX9,2023-12-06 4:00,2023-12-06 4:00,2023-12-06 16:26,2023-11-06 16:54,2024-02-19 10:30,5,yes,SMS,Arabic,Female,Active,Dec-23,yes,"[40, 45)",0,0,1,12,10,26.22222222222222,FALSE,Yes,6.109613091450624,2
2023-12-06 4:00,3SA01B,2023-12-06 4:00,2023-12-06 4:00,2023-12-06 16:27,2023-12-06 16:25,2024-02-19 10:17,5,yes,SMS,Arabic,Female,Active,Dec-23,yes,"[40, 45)",0,0,1,12,10,26.22222222222222,FALSE,Yes,6.109613091450624,2
2024-01-08 4:00,HZJT0H,2024-01-08 4:00,2024-01-08 4:00,2024-01-08 16:40,2024-01-08 16:40,2024-02-19 10:08,5,yes,SMS,Arabic,Female,Active,Jan-24,yes,"[40, 45)",33,0,1,1,10,26.22222222222222,FALSE,Yes,6.109613091450624,2
2024-02-08 4:00,NSIPCB,2024-02-08 4:00,2024-02-08 4:00,2024-02-07 16:03,2024-01-08 16:40,2024-02-19 10:08,5,yes,SMS,Arabic,Female,Active,Feb-24,yes,"[40, 45)",29,-1,1,2,10,26.22222222222222,FALSE,No,6.109613091450624,2
